v1,v2
0,"['purity', 'of', 'friendship', 'between', 'two', 'is', 'not', 'about', 'smiling', 'after', 'reading', 'the', 'forwarded', 'message', 'its', 'about', 'smiling', 'just', 'by', 'seeing', 'the', 'name', 'gud', 'evng', 'musthu']"
0,['ok']
0,"['carlos', 'took', 'a', 'while', 'again', 'we', 'leave', 'in', 'a', 'minute']"
0,"['takin', 'a', 'shower', 'now', 'but', 'yeah', 'i', 'll', 'leave', 'when', 'i', 'm', 'done']"
0,"['new', 'theory', 'argument', 'wins', 'd', 'situation', 'but', 'loses', 'the', 'person', 'so', 'dont', 'argue', 'with', 'ur', 'friends', 'just', 'kick', 'them', 'amp', 'say', 'i', 'm', 'always', 'correct']"
1,"['sex', 'up', 'ur', 'mobile', 'with', 'a', 'free', 'sexy', 'pic', 'of', 'jordan', 'just', 'text', 'babe', 'to', 'then', 'every', 'wk', 'get', 'a', 'sexy', 'celeb', 'pocketbabe', 'co', 'uk', 'more', 'pics', 'ã', 'â', 'wk']"
0,"['hello', 'no', 'news', 'on', 'job', 'they', 'are', 'making', 'me', 'wait', 'a', 'fifth', 'week', 'yeah', 'im', 'up', 'for', 'some', 'woozles', 'and', 'weasels', 'in', 'exeter', 'still', 'but', 'be', 'home', 'about']"
0,"['ok', 'how', 'you', 'dear', 'did', 'you', 'call', 'chechi']"
0,"['k', 'still', 'are', 'you', 'loving', 'me']"
0,"['lt', 'decimal', 'gt', 'm', 'but', 'its', 'not', 'a', 'common', 'car', 'here', 'so', 'its', 'better', 'to', 'buy', 'from', 'china', 'or', 'asia', 'or', 'if', 'i', 'find', 'it', 'less', 'expensive', 'i', 'll', 'holla']"
0,"['rightio', 'it', 'is', 'then', 'well', 'arent', 'we', 'all', 'up', 'bright', 'and', 'early', 'this', 'morning']"
0,"['yes', 'i', 'have', 'so', 'that', 's', 'why', 'u', 'texted', 'pshew', 'missing', 'you', 'so', 'much']"
0,"['get', 'the', 'door', 'i', 'm', 'here']"
1,"['kit', 'strip', 'you', 'have', 'been', 'billed', 'p', 'netcollex', 'ltd', 'po', 'box', 'ig', 'oja']"
